,No,time_played,position,height,weight,salary,nth_year,nationality,j1_total_num_played,j1_total_scores,j2_total_num_played,j2_total_scores,j3_total_num_played,j3_total_scores,na_total_num_played,na_total_scores,prev3_div,prev2_div,prev1_div,prev3_num_played,prev2_num_played,prev1_num_played,prev3_scores,prev2_scores,prev1_scores,prev3_time_played,prev2_time_played,prev1_time_played,age,place_prev_season,is_youth,is_old,j12_total_num_played,j1na_total_num_played,j12_total_scores,j1na_total_scores,prev12_num_played,prev123_num_played,prev12_scores,prev123_scores,prev12_time_played,prev123_time_played,prev12_div,prev123_div
677,44.0,219.0,MF,175.0,74.0,4300.0,4.0,other,178.0,29.0,63.0,9.0,0.0,0.0,56.0,6.0,False,False,False,7,17,15,0,2,0,450.0,1007.0,274.0,38,0.0,False,True,209.5,234.0,60.5,35.0,32,39,2,2,1281.0,1731.0,0,0
678,1.0,1039.0,GK,184.0,85.0,1000.0,1.0,korea,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,False,False,34,36,35,0,0,0,0.0,0.0,0.0,33,5.0,False,True,0.0,3.0,0.0,0.0,71,105,0,0,0.0,0.0,0,0
679,3.0,3060.0,DF,182.0,76.0,3500.0,7.0,other,107.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,True,True,True,34,29,31,2,3,1,3030.0,2610.0,2779.0,25,5.0,False,False,107.0,109.0,6.0,6.0,60,94,4,6,5389.0,8419.0,2,3
680,4.0,2110.0,MF,181.0,76.0,11000.0,1.0,brazil,122.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,33,25,32,6,6,4,2970.0,2224.0,2879.0,32,5.0,False,True,122.0,122.0,16.0,16.0,57,90,10,16,5103.0,8073.0,2,3
681,5.0,2610.0,DF,186.0,79.0,2500.0,5.0,other,53.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,True,True,True,20,12,21,0,1,0,1542.0,839.0,1793.0,23,5.0,False,False,53.0,53.0,1.0,1.0,33,53,1,1,2632.0,4174.0,2,3
682,6.0,967.0,MF,173.0,72.0,3600.0,2.0,other,105.0,7.0,108.0,12.0,0.0,0.0,1.0,0.0,False,True,True,31,32,29,6,3,0,2782.0,2854.0,1438.0,29,5.0,False,False,159.0,106.0,61.0,7.0,61,92,3,9,4292.0,7074.0,2,2
683,7.0,1310.0,FW,182.0,75.0,11000.0,1.0,brazil,119.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True,True,32,13,29,13,1,11,2614.0,781.0,2398.0,30,5.0,False,False,120.0,119.0,41.0,40.0,42,74,12,25,3179.0,5793.0,2,3
684,8.0,2380.0,MF,172.0,63.0,2000.0,7.0,other,113.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,28,30,8,6,8,2742.0,2015.0,2130.0,25,5.0,False,False,113.0,113.0,24.0,24.0,58,92,14,22,4145.0,6887.0,2,3
685,9.0,866.0,FW,182.0,75.0,1000.0,3.0,other,38.0,10.0,0.0,0.0,9.0,3.0,0.0,0.0,True,True,True,0,7,31,0,2,8,0.0,108.0,1188.0,21,5.0,True,False,38.0,38.0,10.0,10.0,38,38,10,10,1296.0,1296.0,2,3
686,11.0,1837.0,MF,177.0,78.0,3800.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,False,False,18,16,25,1,1,5,0.0,0.0,0.0,24,5.0,False,False,0.0,1.0,0.0,1.0,41,59,6,7,0.0,0.0,0,0
687,13.0,1312.0,MF,174.0,67.0,2500.0,5.0,other,85.0,11.0,66.0,17.0,0.0,0.0,0.0,0.0,True,True,True,14,17,17,2,2,3,558.0,780.0,856.0,27,5.0,False,False,118.0,85.0,44.0,11.0,34,48,5,7,1636.0,2194.0,2,3
688,14.0,209.0,FW,171.0,74.0,1500.0,1.0,other,33.0,4.0,99.0,21.0,0.0,0.0,0.0,0.0,False,False,True,30,32,33,9,6,4,1691.0,2131.0,2320.0,23,5.0,False,False,82.5,33.0,53.5,4.0,65,95,10,19,4451.0,6142.0,1,1
689,15.0,124.0,DF,175.0,70.0,1000.0,1.0,other,65.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,False,True,True,40,33,32,1,1,2,3495.0,2859.0,2880.0,26,5.0,False,False,85.0,65.0,23.0,3.0,65,105,3,4,5739.0,9234.0,2,2
690,16.0,2666.0,DF,180.0,69.0,3300.0,4.0,other,179.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,32,28,31,1,3,3,2820.0,2445.0,2782.0,32,5.0,False,True,179.0,179.0,10.0,10.0,59,91,6,7,5227.0,8047.0,2,3
691,17.0,56.0,DF,182.0,79.0,1000.0,2.0,brazil,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,4,11,8,0,1,0,323.0,891.0,719.0,22,5.0,False,False,23.0,23.0,1.0,1.0,19,23,1,1,1610.0,1933.0,2,3
692,18.0,0.0,FW,174.0,70.0,2300.0,4.0,other,62.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,15,22,24,5,7,2,801.0,1141.0,1138.0,26,5.0,False,False,62.0,62.0,14.0,14.0,46,61,9,14,2279.0,3080.0,2,3
693,20.0,1994.0,MF,181.0,73.0,700.0,2.0,other,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,39,4,0,0,0,0.0,3186.0,30.0,21,5.0,True,False,23.5,4.0,19.5,0.0,43,43,0,0,3216.0,3216.0,1,1
694,21.0,2021.0,GK,187.0,80.0,5500.0,20.0,other,498.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,True,True,True,34,24,34,0,0,0,3060.0,2160.0,3060.0,38,5.0,False,True,498.0,502.0,0.0,0.0,58,92,0,0,5220.0,8280.0,2,3
695,22.0,2468.0,DF,178.0,74.0,3400.0,7.0,other,224.0,10.0,46.0,8.0,0.0,0.0,1.0,0.0,True,True,True,23,30,26,3,0,1,1999.0,2699.0,2302.0,30,5.0,False,False,247.0,225.0,33.0,10.0,56,79,1,4,5001.0,7000.0,2,3
696,24.0,1036.0,DF,176.0,68.0,900.0,6.0,other,39.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,True,True,True,12,8,13,0,0,0,1032.0,554.0,889.0,24,5.0,False,False,39.0,39.0,0.0,0.0,21,33,0,0,1443.0,2475.0,2,3
697,25.0,1502.0,MF,168.0,69.0,3500.0,11.0,other,200.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,30,32,25,10,6,3,2246.0,2318.0,1861.0,29,5.0,False,False,200.0,200.0,37.0,37.0,57,87,9,19,4179.0,6425.0,2,3
698,26.0,0.0,MF,170.0,62.0,420.0,3.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,0.0,0.0,0.0,20,5.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2
699,27.0,0.0,MF,177.0,67.0,800.0,6.0,other,27.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,True,True,False,5,8,4,0,0,0,140.0,457.0,196.0,25,5.0,False,False,29.0,27.0,4.0,2.0,12,17,0,0,653.0,793.0,1,2
700,28.0,126.0,DF,190.0,80.0,400.0,2.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,0,0,0,0,0.0,0.0,0.0,20,5.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2
701,29.0,0.0,GK,188.0,86.0,480.0,10.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,28,5.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
702,30.0,272.0,FW,171.0,65.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,18,5.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
703,31.0,0.0,GK,192.0,83.0,480.0,4.0,other,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,True,True,0,0,0,0,0,0,0.0,0.0,0.0,22,5.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3
704,33.0,2368.0,FW,180.0,70.0,6000.0,3.0,other,208.0,35.0,0.0,0.0,0.0,0.0,10.0,2.0,False,True,True,17,27,30,9,9,10,0.0,2157.0,2647.0,28,5.0,False,False,208.0,218.0,35.0,37.0,57,74,19,28,4804.0,4804.0,2,2
705,40.0,1327.0,MF,173.0,72.0,9000.0,20.0,other,494.0,69.0,0.0,0.0,0.0,0.0,55.0,7.0,True,True,True,33,29,30,2,1,0,2833.0,2399.0,2300.0,38,5.0,False,True,494.0,549.0,69.0,76.0,59,92,1,3,4699.0,7532.0,2,3
706,1.0,2070.0,GK,186.0,90.0,750.0,1.0,other,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,False,True,True,42,0,0,0,0,0,3780.0,0.0,0.0,28,1.0,False,False,21.0,0.0,21.0,0.0,0,42,0,0,0.0,3780.0,2,2
707,2.0,772.0,DF,180.0,76.0,1500.0,8.0,other,116.0,4.0,55.0,2.0,0.0,0.0,0.0,0.0,True,True,True,20,25,28,0,0,1,1498.0,2030.0,2398.0,28,1.0,False,False,143.5,116.0,31.5,4.0,53,73,1,1,4428.0,5926.0,2,3
708,3.0,0.0,DF,190.0,83.0,500.0,4.0,other,16.0,1.0,12.0,1.0,32.0,4.0,0.0,0.0,False,False,True,1,32,14,0,4,1,36.0,2633.0,1065.0,25,1.0,False,False,22.0,16.0,7.0,1.0,46,47,5,5,3698.0,3734.0,1,1
709,4.0,2348.0,DF,190.0,85.0,500.0,3.0,korea,2.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,True,False,False,2,8,19,0,0,1,91.0,514.0,1665.0,23,1.0,False,False,15.5,2.0,13.5,0.0,27,29,1,1,2179.0,2270.0,0,1
710,5.0,0.0,DF,172.0,64.0,1000.0,3.0,other,46.0,0.0,74.0,5.0,0.0,0.0,0.0,0.0,True,True,True,2,14,10,0,0,0,180.0,968.0,606.0,29,1.0,False,False,83.0,46.0,37.0,0.0,24,26,0,0,1574.0,1754.0,2,3
711,6.0,0.0,MF,174.0,73.0,4000.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,29,2,43,2,0,7,0.0,0.0,0.0,25,1.0,False,False,0.0,0.0,0.0,0.0,45,74,7,9,0.0,0.0,0,0
712,7.0,2542.0,FW,170.0,65.0,2500.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,10,4,49,3,0,14,0.0,0.0,0.0,22,1.0,False,False,0.0,0.0,0.0,0.0,53,63,14,17,0.0,0.0,0,0
713,8.0,2935.0,MF,173.0,70.0,1200.0,4.0,other,77.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,True,True,True,26,21,30,0,2,0,1122.0,1597.0,2442.0,22,1.0,False,False,77.0,77.0,2.0,2.0,51,77,2,2,4039.0,5161.0,2,3
714,9.0,2504.0,FW,173.0,76.0,1500.0,3.0,other,137.0,17.0,39.0,8.0,0.0,0.0,0.0,0.0,False,True,True,39,33,28,8,5,2,1771.0,2052.0,1925.0,28,1.0,False,False,156.5,137.0,36.5,17.0,61,100,7,15,3977.0,5748.0,2,2
715,10.0,1637.0,MF,183.0,75.0,4000.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,13,39,37,4,6,5,0.0,0.0,0.0,28,1.0,False,False,0.0,0.0,0.0,0.0,76,89,11,15,0.0,0.0,0,0
716,11.0,0.0,FW,196.0,89.0,1500.0,4.0,other,67.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,15,31,21,3,8,1,1188.0,2068.0,1286.0,26,1.0,False,False,67.0,67.0,12.0,12.0,52,67,9,12,3354.0,4542.0,2,3
717,13.0,2465.0,MF,175.0,72.0,1500.0,6.0,other,60.0,1.0,61.0,11.0,0.0,0.0,0.0,0.0,True,True,True,6,20,28,0,1,0,160.0,1326.0,2185.0,26,1.0,False,False,90.5,60.0,31.5,1.0,48,54,1,1,3511.0,3671.0,2,3
718,14.0,175.0,FW,167.0,61.0,2500.0,5.0,other,322.0,64.0,0.0,0.0,0.0,0.0,16.0,3.0,True,True,True,24,13,20,2,1,3,820.0,427.0,1264.0,35,1.0,False,True,322.0,338.0,64.0,67.0,33,57,4,6,1691.0,2511.0,2,3
719,15.0,40.0,MF,173.0,67.0,2300.0,15.0,other,251.0,9.0,108.0,6.0,29.0,0.0,0.0,0.0,False,False,False,13,34,29,0,2,0,1038.0,2866.0,2449.0,36,1.0,False,True,305.0,251.0,63.0,9.0,63,76,2,2,5315.0,6353.0,0,0
720,16.0,83.0,FW,184.0,80.0,500.0,3.0,other,20.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,False,True,False,0,13,29,0,0,4,0.0,616.0,1777.0,25,1.0,False,False,31.0,20.0,11.0,0.0,42,42,4,4,2393.0,2393.0,1,1
721,17.0,137.0,MF,172.0,67.0,1200.0,2.0,other,18.0,1.0,79.0,9.0,0.0,0.0,0.0,0.0,False,False,True,14,29,18,1,4,1,798.0,2087.0,366.0,25,1.0,False,False,57.5,18.0,40.5,1.0,47,61,5,6,2453.0,3251.0,1,1
722,18.0,349.0,MF,175.0,70.0,2000.0,5.0,other,291.0,35.0,37.0,6.0,0.0,0.0,0.0,0.0,True,True,True,23,26,18,3,1,2,1376.0,902.0,798.0,33,1.0,False,True,309.5,291.0,53.5,35.0,44,67,3,6,1700.0,3076.0,2,3
723,19.0,1645.0,FW,187.0,78.0,3200.0,7.0,other,335.0,44.0,0.0,0.0,0.0,0.0,19.0,2.0,True,True,True,26,28,31,2,3,2,2295.0,2464.0,2666.0,33,1.0,False,True,335.0,354.0,44.0,46.0,59,85,5,7,5130.0,7425.0,2,3
724,20.0,113.0,MF,176.0,70.0,400.0,2.0,other,17.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,False,True,True,7,8,9,0,1,1,0.0,401.0,401.0,24,1.0,False,False,20.5,17.0,5.5,2.0,17,24,2,2,802.0,802.0,2,2
725,21.0,900.0,GK,191.0,87.0,1500.0,4.0,other,109.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,True,True,True,34,32,30,0,0,0,3060.0,2880.0,2631.0,27,1.0,False,False,139.5,109.0,30.5,0.0,62,96,0,0,5511.0,8571.0,2,3
726,23.0,569.0,MF,180.0,78.0,800.0,5.0,other,21.0,0.0,82.0,14.0,0.0,0.0,0.0,0.0,False,False,True,37,39,15,7,7,0,2126.0,2095.0,507.0,25,1.0,False,False,62.0,21.0,41.0,0.0,54,91,7,14,2602.0,4728.0,1,1
727,24.0,596.0,DF,177.0,72.0,800.0,4.0,other,61.0,0.0,19.0,1.0,7.0,0.0,0.0,0.0,True,True,False,10,29,19,0,0,1,450.0,2290.0,1643.0,23,1.0,False,False,70.5,61.0,9.5,0.0,48,58,1,1,3933.0,4383.0,1,2
728,26.0,2.0,DF,183.0,78.0,400.0,3.0,other,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,True,True,False,0,0,5,0,0,0,0.0,0.0,378.0,21,1.0,True,False,0.0,0.0,0.0,0.0,5,5,0,0,378.0,378.0,1,2
729,27.0,2096.0,DF,168.0,64.0,800.0,1.0,other,0.0,0.0,78.0,1.0,18.0,0.0,0.0,0.0,False,False,False,18,36,33,0,1,0,1383.0,2987.0,2549.0,23,1.0,False,False,39.0,0.0,39.0,0.0,69,87,1,1,5536.0,6919.0,0,0
730,30.0,695.0,MF,177.0,76.0,2500.0,1.0,other,31.0,3.0,173.0,19.0,0.0,0.0,0.0,0.0,False,True,False,28,31,36,1,3,3,1205.0,2075.0,2922.0,30,1.0,False,False,117.5,31.0,89.5,3.0,67,95,6,7,4997.0,6202.0,1,1
731,33.0,180.0,DF,185.0,78.0,450.0,3.0,other,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,24,29,7,1,2,0,0.0,0.0,614.0,24,1.0,False,False,7.0,7.0,0.0,0.0,36,60,2,3,614.0,614.0,1,1
732,34.0,1459.0,MF,180.0,72.0,380.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,19,1.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
733,49.0,660.0,FW,185.0,74.0,1200.0,6.0,other,80.0,6.0,6.0,2.0,3.0,0.0,0.0,0.0,True,True,True,29,19,14,3,3,0,1372.0,631.0,515.0,23,1.0,False,False,83.0,80.0,9.0,6.0,33,62,3,6,1146.0,2518.0,2,3
734,50.0,2133.0,DF,181.0,75.0,2500.0,1.0,other,128.0,10.0,196.0,9.0,0.0,0.0,0.0,0.0,True,False,False,19,31,21,1,1,3,1318.0,2222.0,1444.0,35,1.0,False,True,226.0,128.0,108.0,10.0,52,71,4,5,3666.0,4984.0,0,1
735,1.0,0.0,GK,191.0,86.0,450.0,1.0,other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0,0,0,0,0.0,0.0,0.0,23,3.0,False,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0
736,3.0,2970.0,DF,186.0,77.0,3000.0,18.0,other,334.0,11.0,53.0,5.0,0.0,0.0,0.0,0.0,True,True,True,23,30,33,1,3,3,2074.0,2831.0,3171.0,30,3.0,False,False,360.5,334.0,37.5,11.0,63,86,6,7,6002.0,8076.0,2,3
737,5.0,2586.0,DF,186.0,72.0,3100.0,6.0,other,77.0,3.0,37.0,2.0,1.0,0.0,0.0,0.0,True,True,True,24,30,21,1,1,1,1860.0,2661.0,1890.0,23,3.0,False,False,95.5,77.0,21.5,3.0,51,75,2,3,4551.0,6411.0,2,3
738,6.0,1346.0,DF,170.0,70.0,2600.0,4.0,other,142.0,7.0,47.0,1.0,0.0,0.0,0.0,0.0,True,True,True,28,27,34,1,4,1,2381.0,2196.0,3060.0,27,3.0,False,False,165.5,142.0,30.5,7.0,61,89,5,6,5256.0,7637.0,2,3
739,7.0,1723.0,MF,185.0,88.0,8100.0,2.0,brazil,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,26,24,13,3,2,3,0.0,0.0,1114.0,30,3.0,False,False,13.0,13.0,3.0,3.0,37,63,5,8,1114.0,1114.0,1,1
740,8.0,590.0,MF,173.0,69.0,4100.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,54,52,44,14,3,7,0.0,0.0,0.0,26,3.0,False,False,0.0,0.0,0.0,0.0,96,150,10,24,0.0,0.0,0,0
741,11.0,64.0,FW,176.0,70.0,21000.0,3.0,brazil,185.0,87.0,59.0,36.0,0.0,0.0,0.0,0.0,True,True,True,28,12,31,11,4,19,2349.0,2157.0,2711.0,32,3.0,False,True,214.5,185.0,116.5,87.0,43,71,23,34,4868.0,7217.0,2,3
742,13.0,1690.0,FW,170.0,67.0,2700.0,8.0,other,107.0,21.0,39.0,16.0,0.0,0.0,0.0,0.0,True,True,True,26,19,7,5,4,1,2057.0,1374.0,221.0,25,3.0,False,False,126.5,107.0,40.5,21.0,26,52,5,10,1595.0,3652.0,2,3
743,14.0,1845.0,MF,175.0,72.0,4300.0,2.0,other,159.0,9.0,55.0,4.0,0.0,0.0,1.0,0.0,True,True,True,31,31,32,1,0,0,2838.0,2596.0,2299.0,30,3.0,False,False,186.5,160.0,36.5,9.0,63,94,0,1,4895.0,7733.0,2,3
744,15.0,531.0,MF,176.0,68.0,750.0,2.0,other,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,20,0,0,1,0.0,0.0,896.0,23,3.0,False,False,20.0,20.0,1.0,1.0,20,20,1,1,896.0,896.0,2,2
745,16.0,1573.0,MF,184.0,75.0,3900.0,1.0,other,148.0,10.0,32.0,4.0,2.0,0.0,7.0,0.0,True,True,True,32,29,19,3,4,0,2819.0,2052.0,1087.0,30,3.0,False,False,164.0,155.0,26.0,10.0,48,80,4,7,3139.0,5958.0,2,3
746,17.0,326.0,MF,172.0,65.0,1900.0,13.0,other,191.0,9.0,81.0,8.0,0.0,0.0,0.0,0.0,False,True,True,16,14,13,0,1,0,1033.0,650.0,967.0,34,3.0,False,True,231.5,191.0,49.5,9.0,27,43,1,1,1617.0,2650.0,2,2
747,18.0,2790.0,GK,187.0,84.0,7500.0,2.0,korea,34.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,False,False,True,29,32,34,0,0,0,0.0,0.0,3060.0,27,3.0,False,False,34.0,56.0,0.0,0.0,66,95,0,0,3060.0,3060.0,1,1
748,19.0,2872.0,FW,182.0,79.0,4600.0,3.0,other,235.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,True,26,28,33,3,10,12,1340.0,2237.0,2938.0,31,3.0,False,False,235.0,236.0,76.0,76.0,61,87,22,25,5175.0,6515.0,2,3
749,21.0,1175.0,FW,181.0,77.0,5100.0,1.0,other,135.0,38.0,24.0,6.0,0.0,0.0,4.0,0.0,True,False,True,12,3,21,5,0,4,979.0,0.0,967.0,30,3.0,False,False,147.0,139.0,50.0,38.0,24,36,4,9,967.0,1946.0,1,2
750,22.0,1227.0,DF,181.0,72.0,2900.0,2.0,other,127.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,True,True,True,32,6,15,3,0,0,2741.0,136.0,1183.0,31,3.0,False,False,141.5,127.0,19.5,5.0,21,53,0,3,1319.0,4060.0,2,3
751,23.0,1638.0,MF,174.0,67.0,600.0,2.0,other,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,1,11,0,0,1,0.0,8.0,455.0,23,3.0,False,False,12.0,12.0,1.0,1.0,12,12,1,1,463.0,463.0,2,2
752,24.0,1422.0,MF,175.0,69.0,2100.0,10.0,other,103.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,False,True,True,35,20,30,0,1,0,3094.0,1610.0,2149.0,29,3.0,False,False,122.0,103.0,21.0,2.0,50,85,1,1,3759.0,6853.0,2,2
753,25.0,0.0,DF,176.0,72.0,410.0,2.0,other,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,0,2,0,0,0,0.0,0.0,113.0,20,3.0,True,False,2.0,2.0,0.0,0.0,2,2,0,0,113.0,113.0,2,2
754,26.0,0.0,DF,172.0,64.0,450.0,3.0,other,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,True,True,False,0,1,7,0,0,0,0.0,15.0,484.0,21,3.0,True,False,1.0,1.0,0.0,0.0,8,8,0,0,499.0,499.0,1,2
755,28.0,0.0,GK,183.0,75.0,380.0,3.0,other,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,True,True,False,0,0,0,0,0,0,0.0,0.0,0.0,21,3.0,True,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2
756,29.0,1704.0,MF,170.0,70.0,4100.0,1.0,other,84.0,11.0,16.0,1.0,2.0,0.0,0.0,0.0,True,True,True,24,30,25,5,3,3,1448.0,1640.0,1377.0,25,3.0,False,False,92.0,84.0,19.0,11.0,55,79,6,11,3017.0,4465.0,2,3
757,30.0,270.0,GK,187.0,87.0,900.0,13.0,other,109.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,True,True,True,7,5,0,0,0,0,630.0,450.0,0.0,33,3.0,False,True,122.5,109.0,13.5,0.0,5,12,0,0,450.0,1080.0,2,3
758,31.0,567.0,MF,171.0,68.0,500.0,2.0,other,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,0,0,12,0,0,1,0.0,0.0,379.0,20,3.0,True,False,12.0,12.0,1.0,1.0,12,12,1,1,379.0,379.0,1,1
759,33.0,427.0,FW,178.0,75.0,2300.0,1.0,other,73.0,6.0,33.0,9.0,0.0,0.0,0.0,0.0,False,True,True,15,32,27,4,4,2,1063.0,2317.0,1672.0,28,3.0,False,False,89.5,73.0,22.5,6.0,59,74,6,10,3989.0,5052.0,2,2
760,34.0,1319.0,DF,178.0,67.0,450.0,2.0,other,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,0,5,0,0,0,0,0.0,152.0,0.0,20,3.0,True,False,5.0,5.0,0.0,0.0,5,5,0,0,152.0,152.0,2,2
761,39.0,844.0,DF,179.0,74.0,3700.0,3.0,other,218.0,4.0,57.0,2.0,0.0,0.0,20.0,1.0,False,False,True,25,32,27,1,1,0,2233.0,2822.0,2340.0,32,3.0,False,True,246.5,238.0,32.5,5.0,59,84,1,2,5162.0,7395.0,1,1
762,1.0,0.0,GK,187.0,79.0,2100.0,9.0,other,298.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,True,True,False,20,11,6,0,0,0,1800.0,990.0,528.0,37,0.0,False,True,323.5,298.0,25.5,0.0,17,37,0,0,1518.0,3318.0,1,2
763,3.0,1421.0,DF,182.0,77.0,1100.0,5.0,other,21.0,0.0,89.0,10.0,0.0,0.0,0.0,0.0,False,True,False,42,20,26,6,0,1,3780.0,1647.0,2339.0,24,0.0,False,False,65.5,21.0,44.5,0.0,46,88,1,7,3986.0,7766.0,1,1
764,4.0,900.0,DF,186.0,83.0,900.0,1.0,brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,30,30,23,7,4,1,0.0,0.0,0.0,32,0.0,False,True,0.0,0.0,0.0,0.0,53,83,5,12,0.0,0.0,0,0
765,5.0,2434.0,DF,172.0,68.0,1100.0,3.0,other,32.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,False,True,False,15,11,8,0,0,0,1298.0,901.0,598.0,28,0.0,False,False,85.5,32.0,53.5,0.0,19,34,0,0,1499.0,2797.0,1,1
766,6.0,2.0,MF,177.0,68.0,1400.0,13.0,other,180.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True,False,16,9,2,1,0,0,960.0,587.0,14.0,32,0.0,False,True,181.0,180.0,9.0,8.0,11,27,0,1,601.0,1561.0,1,2
767,7.0,2215.0,MF,176.0,66.0,1400.0,5.0,other,64.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,True,True,False,32,25,26,1,0,0,2657.0,1473.0,1957.0,26,0.0,False,False,77.0,64.0,14.0,1.0,51,83,0,1,3430.0,6087.0,1,2
768,9.0,1878.0,FW,181.0,80.0,6500.0,3.0,other,125.0,50.0,37.0,26.0,0.0,0.0,33.0,15.0,False,True,False,28,13,37,7,4,26,0.0,1027.0,2842.0,33,0.0,False,True,143.5,158.0,68.5,65.0,50,78,30,37,3869.0,3869.0,1,1
769,10.0,1886.0,MF,181.0,70.0,1600.0,5.0,other,28.0,2.0,85.0,13.0,0.0,0.0,0.0,0.0,False,True,False,37,20,35,1,2,8,2865.0,1245.0,2862.0,24,0.0,False,False,70.5,28.0,44.5,2.0,55,92,10,11,4107.0,6972.0,1,1
770,11.0,454.0,FW,169.0,64.0,1500.0,5.0,other,86.0,7.0,36.0,5.0,0.0,0.0,0.0,0.0,True,True,False,29,15,36,3,1,5,462.0,668.0,1306.0,29,0.0,False,False,104.0,86.0,25.0,7.0,51,80,6,9,1974.0,2436.0,1,2
771,13.0,3060.0,GK,188.0,80.0,1500.0,1.0,other,64.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,True,True,True,0,32,13,0,0,0,0.0,2880.0,1163.0,30,0.0,False,False,75.5,64.0,11.5,0.0,45,45,0,0,4043.0,4043.0,2,3
